city_id,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
634,Matay,28.419,30.7792,77.95,46,0,8.21,EG,6/22/21 2:47
635,Igarka,67.4667,86.5833,40.8,83,100,17.81,RU,6/22/21 2:47
636,Porto Novo,6.4965,2.6036,75.02,97,100,4.81,BJ,6/22/21 2:43
637,Sirnak,37.5228,42.4594,69.76,21,0,5.7,TR,6/22/21 2:47
638,Ukhta,63.5671,53.6835,57.76,72,16,3.71,RU,6/22/21 2:47
639,Maymyo,22.0333,96.4667,76.37,76,99,4,MM,6/22/21 2:47
640,Matiri,-10.75,34.9,52.65,89,26,4.25,TZ,6/22/21 2:47
641,Tiarei,-17.5333,-149.3333,82.42,75,10,4.14,PF,6/22/21 2:47
642,Riosucio,5.4216,-75.7032,64.83,98,95,1.41,CO,6/22/21 2:47
643,Mae Sai,20.4335,99.8762,87.44,61,59,2.33,TH,6/22/21 2:47
644,Puerto Baquerizo Moreno,-0.9,-89.6,73.98,81,89,10.07,EC,6/22/21 2:47
645,San Diego De La Union,21.4667,-100.8667,65.89,72,100,6.91,MX,6/22/21 2:46
646,Havoysund,70.9963,24.6622,50.88,91,96,11.18,NO,6/22/21 2:47
647,Vestmannaeyjar,63.4427,-20.2734,48.25,94,100,12.44,IS,6/22/21 2:47
648,Mayo,38.8876,-76.5119,79.12,89,40,1.01,US,6/22/21 2:47
649,Adeje,28.1227,-16.726,67.93,70,75,3,ES,6/22/21 2:47
650,Taoudenni,22.6783,-3.9836,94.95,12,0,15.7,ML,6/22/21 2:47
651,Mwingi,-0.9344,38.0601,63.7,80,96,7.49,KE,6/22/21 2:47
652,Frederico Westphalen,-27.3592,-53.3944,59.63,98,100,0.83,BR,6/22/21 2:48
653,Douentza,14.9951,-2.9517,82.99,56,100,10.54,ML,6/22/21 2:48
654,Jiangyou,31.7667,104.7167,84.42,50,100,4.74,CN,6/22/21 2:48
655,Richards Bay,-28.783,32.0377,58.55,82,0,9.64,ZA,6/22/21 2:48
656,Padilla,3.2204,-76.3139,69.37,90,96,4.41,CO,6/22/21 2:48
657,Teya,60.3778,92.6267,52.99,80,71,5.19,RU,6/22/21 2:48
658,Natal,-5.795,-35.2094,75.42,88,20,5.75,BR,6/22/21 2:46
659,Barcelos,41.5388,-8.6151,59.29,95,7,4.79,PT,6/22/21 2:48
660,Sisimiut,66.9395,-53.6735,50.77,53,100,8.84,GL,6/22/21 2:48
661,Tashtyp,52.7939,89.8983,61.05,65,94,1.45,RU,6/22/21 2:48
662,Trelew,-43.249,-65.3051,48.72,64,76,10,AR,6/22/21 2:48
663,Leh,34.1667,77.5833,50.92,57,57,4.07,IN,6/22/21 2:48
664,Aquiraz,-3.9014,-38.3911,81.18,85,30,10.47,BR,6/22/21 2:48
665,Hudson Bay,52.85,-102.3842,52.72,80,50,5.57,CA,6/22/21 2:48
666,Arman,59.7,150.1667,54.66,62,100,7.02,RU,6/22/21 2:48
667,At-Bashi,41.1702,75.8106,58.46,43,0,5.03,KG,6/22/21 2:48
668,Sawakin,19.1059,37.3321,88,34,32,4.32,SD,6/22/21 2:48
669,Bardiyah,31.7561,25.0865,73.08,82,0,6.82,LY,6/22/21 2:48
670,Sabha,27.0377,14.4283,83.25,22,0,9.24,LY,6/22/21 2:48
671,Saint Paul,44.9444,-93.0933,61.05,51,1,9.22,US,6/22/21 2:47
672,Kamaishi,39.2667,141.8833,70.75,94,99,4.25,JP,6/22/21 2:48
