city_id,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
669,Pimenta Bueno,BR,72.97,scattered clouds,-11.6725,-61.1936,
670,Hailar,CN,74.14,overcast clouds,49.2,119.7,
671,Motygino,RU,63.54,few clouds,58.1831,94.7592,
672,Macau,MO,80.71,light rain,22.2006,113.5461,
673,Greensburg,US,67.93,heavy intensity rain,40.3015,-79.5389,
674,Utamysh,RU,69.53,clear sky,42.4072,47.7511,
676,Sholokhove,UA,70.59,few clouds,47.6945,34.0312,
679,Manturovo,RU,76.08,broken clouds,58.3353,44.7619,
681,Shimoda,JP,77.11,broken clouds,34.6667,138.95,
682,Jalingo,NG,72.07,light rain,8.8833,11.3667,
683,Santa Cruz Del Sur,CU,78.06,light rain,20.7147,-77.9956,
684,Segezha,RU,70.97,scattered clouds,63.7415,34.3222,
